kind,identifier,detail
name_variant_between_exchanges,INE026A01025,Gujarat State Fertilizers & Chemicals Limited | Gujarat State Fertilizers & Chemicals Ltd
name_variant_between_exchanges,INE0JSX01015,Global Surfaces Limited | Global Surfaces Ltd
name_variant_between_exchanges,INE713R01022,GSP Crop Science Limited | GSP Crop Science Ltd
name_variant_between_exchanges,INE871H01011,GSS Infotech Limited | GSS Infotech Ltd
name_variant_between_exchanges,INE043A01012,GTL Limited | GTL Ltd
name_variant_between_exchanges,INE221H01019,GTL Infrastructure Limited | GTL Infrastructure Ltd
name_variant_between_exchanges,INE869I01013,GTPL Hathway Limited | GTPL Hathway Ltd
name_variant_between_exchanges,INE742B01025,Gufic Biosciences Limited | Gufic Biosciences Ltd
name_variant_between_exchanges,INE186A01019,Gujarat Alkalies and Chemicals Limited | Gujarat Alkalies and Chemicals Ltd
name_variant_between_exchanges,INE826C01016,Gujarat Apollo Industries Limited | Gujarat Apollo Industries Ltd
name_variant_between_exchanges,INE844O01030,GUJARAT ENERGY LIMITED | Gujarat Energy Ltd
name_variant_between_exchanges,INE610B01024,Gujarat Raffia Industries Limited | Gujarat Raffia Industries Ltd
name_variant_between_exchanges,INE942C01045,Gujarat Themis Biosyn Limited | Gujarat Themis Biosyn Ltd
name_variant_between_exchanges,INE635Q01029,Gulf Oil Lubricants India Limited | Gulf Oil Lubricants India Ltd
name_variant_between_exchanges,INE586G01017,GP Petroleums Limited | GP Petroleums Ltd
name_variant_between_exchanges,INE255D01024,Gulshan Polyols Limited | Gulshan Polyols Ltd
name_variant_between_exchanges,INE251H01024,GVK Power & Infrastructure Limited | GVK Power & Infrastructure Ltd
name_variant_between_exchanges,INE878A01011,GE Power India Limited | GE Power India Ltd
name_variant_between_exchanges,INE200A01026,GE Vernova T&D India Limited | GE Vernova T&D India Ltd
name_variant_between_exchanges,INE724A01017,Gyftr Limited | Gyftr Ltd
name_variant_between_exchanges,INE066F01020,Hindustan Aeronautics Limited | Hindustan Aeronautics Ltd
name_variant_between_exchanges,INE115S01010,Halder Venture Limited | Halder Venture Ltd
name_variant_between_exchanges,INE506D01020,Haldyn Glass Limited | Haldyn Glass Ltd
name_variant_between_exchanges,INE320X01016,HALEOS LABS LIMITED | Haleos Labs Ltd
name_variant_between_exchanges,INE299D01022,Hampton Sky Realty Limited | Hampton Sky Realty Ltd
name_variant_between_exchanges,INE419U01012,Happiest Minds Technologies Limited | Happiest Minds Technologies Ltd
name_variant_between_exchanges,INE330T01021,Happy Forgings Limited | Happy Forgings Ltd
name_variant_between_exchanges,INE626Z01029,Hardwyn India Limited | Hardwyn India Ltd
name_variant_between_exchanges,INE00EV01017,Hariom Pipe Industries Limited | Hariom Pipe Industries Ltd
name_variant_between_exchanges,INE544A01019,Harrisons  Malayalam Limited | Harrisons Malayalam Ltd
name_variant_between_exchanges,INE0JUS01029,Harsha Engineers International Limited | Harsha Engineers International Ltd
name_variant_between_exchanges,INE982F01036,Hathway Cable & Datacom Limited | Hathway Cable & Datacom Ltd
name_variant_between_exchanges,INE473B01035,Hatsun Agro Product Limited | Hatsun Agro Product Ltd
name_variant_between_exchanges,INE176B01034,Havells India Limited | Havells India Ltd
name_variant_between_exchanges,INE293B01029,Sri Havisha Hospitality And Infrastructure Ltd | Sri Havisha Hospitality and Infrastructure Limited
name_variant_between_exchanges,INE979B01015,Hawkins Cookers Limited | Hawkins Cookers Ltd
name_variant_between_exchanges,INE550F01049,Hazoor Multi Projects Limited | Hazoor Multi Projects Ltd
name_variant_between_exchanges,INE640B01021,HB Estate Developers Limited | HB Estate Developers Ltd
name_variant_between_exchanges,INE292B01021,HBL Engineering Limited | HBL Engineering Ltd
name_variant_between_exchanges,INE638B01025,HB Portfolio Limited | HB Portfolio Ltd
name_variant_between_exchanges,INE550B01022,HB Stockholdings Limited | HB Stockholdings Ltd
name_variant_between_exchanges,INE549A01026,Hindustan Construction Company Limited | Hindustan Construction Company Ltd
name_variant_between_exchanges,INE075I01017,HealthCare Global Enterprises Ltd | Healthcare Global Enterprises Limited
name_variant_between_exchanges,INE236A01020,HCL Infosystems Limited | HCL Infosystems Ltd
name_variant_between_exchanges,INE860A01027,HCL Technologies Limited | HCL Technologies Ltd
name_variant_between_exchanges,INE756I01012,HDB Financial Services Limited | HDB Financial Services Ltd
name_variant_between_exchanges,INE127D01025,HDFC Asset Management Company Limited | HDFC Asset Management Company Ltd
name_variant_between_exchanges,INE040A01034,HDFC Bank Limited | HDFC Bank Ltd
name_variant_between_exchanges,INE795G01014,HDFC Life Insurance Company Limited | HDFC Life Insurance Company Ltd
name_variant_between_exchanges,INE191I01012,Housing Development and Infrastructure Limited | Housing Development and Infrastructure Ltd
name_variant_between_exchanges,INE759V01019,Heads UP Ventures Limited | Heads UP Ventures Ltd
name_variant_between_exchanges,INE019J01013,Health X Platform Limited | Health X Platform Ltd
name_variant_between_exchanges,INE545A01024,HEG Limited | HEG Ltd
name_variant_between_exchanges,INE578A01017,HeidelbergCement India Limited | HeidelbergCement India Ltd
name_variant_between_exchanges,INE0AJG01018,Hemisphere Properties India Limited | Hemisphere Properties India Ltd
name_variant_between_exchanges,INE694N01015,Heranba Industries Limited | Heranba Industries Ltd
name_variant_between_exchanges,INE978A01027,Heritage Foods Limited | Heritage Foods Ltd
name_variant_between_exchanges,INE158A01026,Hero MotoCorp Limited | Hero MotoCorp Ltd
name_variant_between_exchanges,INE782E01017,Hester Biosciences Limited | Hester Biosciences Ltd
name_variant_between_exchanges,INE0JUI01012,Hexagon Nutrition Limited | Hexagon Nutrition Ltd
name_variant_between_exchanges,INE750M01017,Hexa Tradex Limited | Hexa Tradex Ltd
name_variant_between_exchanges,INE093A01041,Hexaware Technologies Limited | Hexaware Technologies Ltd
name_variant_between_exchanges,INE548A01028,HFCL Limited | HFCL Ltd
name_variant_between_exchanges,INE926X01010,H.G. Infra Engineering Limited | H.G. Infra Engineering Ltd
name_variant_between_exchanges,INE596H01014,HandsOn Global Management (HGM) Limited | HandsOn Global Management (HGM)Ltd
name_variant_between_exchanges,INE170I01016,Hinduja Global Solutions Limited | Hinduja Global Solutions Ltd
name_variant_between_exchanges,INE475B01022,Hikal Limited | Hikal Ltd
name_variant_between_exchanges,INE00RL01028,Highway Infrastructure Limited | Highway Infrastructure Ltd
name_variant_between_exchanges,INE788H01017,Hilton Metal Forging Limited | Hilton Metal Forging Ltd
name_variant_between_exchanges,INE049A01027,Himatsingka Seide Limited | Himatsingka Seide Ltd
name_variant_between_exchanges,INE074C01013,Hindustan Adhesives Limited | Hindustan Adhesives Ltd
name_variant_between_exchanges,INE038A01020,Hindalco Industries Limited | Hindalco Industries Ltd
name_variant_between_exchanges,INE227B01019,Hind Aluminium Industries Limited | Hind Aluminium Industries Ltd
name_variant_between_exchanges,INE310C01029,Hindustan Composites Limited | Hindustan Composites Ltd
name_variant_between_exchanges,INE531E01026,Hindustan Copper Limited | Hindustan Copper Ltd
name_variant_between_exchanges,INE345A01011,Hindustan Oil Exploration Company Limited | Hindustan Oil Exploration Company Ltd
name_variant_between_exchanges,INE094A01015,Hindustan Petroleum Corporation Limited | Hindustan Petroleum Corporation Ltd
name_variant_between_exchanges,INE030A01027,Hindustan Unilever Limited | Hindustan Unilever Ltd
name_variant_between_exchanges,INE05AN01011,Hindware Home Innovation Limited | Hindware Home Innovation Ltd
name_variant_between_exchanges,INE267A01025,Hindustan Zinc Limited | Hindustan Zinc Ltd
name_variant_between_exchanges,INE835D01023,Hirect Limited | Hirect Ltd
name_variant_between_exchanges,INE598C01011,Hisar Metal Industries Limited | Hisar Metal Industries Ltd
name_variant_between_exchanges,INE106T01025,Hi-Tech Pipes Limited | Hi-Tech Pipes Ltd
name_variant_between_exchanges,INE120D01012,Hitech Corporation Limited | Hitech Corporation Ltd
name_variant_between_exchanges,INE127B01011,The Hi-Tech Gears Limited | The Hi-Tech Gears Ltd
name_variant_between_exchanges,INE461D01028,HLE Glascoat Limited | HLE Glascoat Ltd
name_variant_between_exchanges,INE102A01024,HLV LIMITED | HLV Ltd
name_variant_between_exchanges,INE0ECP01024,HMA Agro Industries Limited | HMA Agro Industries Ltd
name_variant_between_exchanges,INE262A01018,HMT Limited | HMT Ltd
name_variant_between_exchanges,INE871K01015,Hindustan Media Ventures Limited | Hindustan Media Ventures Ltd
name_variant_between_exchanges,INE254N01026,Hindustan Foods Limited | Hindustan Foods Ltd
name_variant_between_exchanges,INE481N01025,Home First Finance Company India Limited | Home First Finance Company India Ltd
name_variant_between_exchanges,INE0J5401028,Honasa Consumer Limited | Honasa Consumer Ltd
name_variant_between_exchanges,INE671A01010,Honeywell Automation India Limited | Honeywell Automation India Ltd
name_variant_between_exchanges,INE634A01018,Honda India Power Products Limited | Honda India Power Products Ltd
name_variant_between_exchanges,INE685T01010,Horizon Industrial Parks Limited | Horizon Industrial Parks Ltd
name_variant_between_exchanges,INE0GSL01024,HP Adhesives Limited | HP Adhesives Ltd
name_variant_between_exchanges,INE05X901010,Hindprakash Industries Limited | Hindprakash Industries Ltd
name_variant_between_exchanges,INE495S01016,HPL Electric & Power Limited | HPL Electric & Power Ltd
name_variant_between_exchanges,INE400G01011,Hariyana Ship Breakers Limited | Hariyana Ship Breakers Ltd
name_variant_between_exchanges,INE019C01026,Himadri Speciality Chemical Limited | Himadri Speciality Chemical Ltd
name_variant_between_exchanges,INE0LEG01024,Hy-Tech Engineers Limited | Hy-Tech Engineers Ltd
name_variant_between_exchanges,INE501G01024,HT Media Limited | HT Media Ltd
name_variant_between_exchanges,INE703H01016,Hubtown Limited | Hubtown Ltd
name_variant_between_exchanges,INE031A01017,Housing & Urban Development Corporation Limited | Housing & Urban Development Corporation Ltd
name_variant_between_exchanges,INE275B01026,Huhtamaki India Limited | Huhtamaki India Ltd
name_variant_between_exchanges,INE965B01022,Hybrid Financial Services Limited | Hybrid Financial Services Ltd
name_variant_between_exchanges,INE0V6F01027,Hyundai Motor India Limited | Hyundai Motor India Ltd
name_variant_between_exchanges,INE126M01010,Indiabulls Limited | Indiabulls Ltd
name_variant_between_exchanges,INE613B01010,ICDS Limited | ICDS Ltd
name_variant_between_exchanges,INE346A01027,ICICI Prudential Asset Management Company Limited | ICICI Prudential Asset Management Company Ltd
name_variant_between_exchanges,INE090A01021,ICICI Bank Limited | ICICI Bank Ltd
name_variant_between_exchanges,INE765G01017,ICICI Lombard General Insurance Company Limited | ICICI Lombard General Insurance Company Ltd
name_variant_between_exchanges,INE726G01019,ICICI Prudential Life Insurance Company Limited | ICICI Prudential Life Insurance Company Ltd
name_variant_between_exchanges,INE483B01026,Indo Count Industries Limited | Indo Count Industries Ltd
name_variant_between_exchanges,INE725G01011,ICRA Limited | ICRA Ltd
name_variant_between_exchanges,INE008A01015,IDBI Bank Limited | IDBI Bank Ltd
name_variant_between_exchanges,INE669E01016,Vodafone Idea Limited | Vodafone Idea Ltd
name_variant_between_exchanges,INE349Y01013,Ideaforge Technology Limited | Ideaforge Technology Ltd
name_variant_between_exchanges,INE092T01019,IDFC First Bank Limited | IDFC First Bank Ltd
name_variant_between_exchanges,INE022Q01020,Indian Energy Exchange Limited | Indian Energy Exchange Ltd
name_variant_between_exchanges,INE076C01018,IFB Agro Industries Limited | IFB Agro Industries Ltd
name_variant_between_exchanges,INE559A01017,IFB Industries Limited | IFB Industries Ltd
name_variant_between_exchanges,INE039A01010,IFCI Limited | IFCI Ltd
name_variant_between_exchanges,INE133Y01011,IFGL Refractories Limited | IFGL Refractories Ltd
name_variant_between_exchanges,INE188B01013,Igarashi Motors India Limited | Igarashi Motors India Ltd
name_variant_between_exchanges,INE05J901018,Indogulf Cropsciences Limited | Indogulf Cropsciences Ltd
name_variant_between_exchanges,INE0Q9301021,International Gemological Institute Limited | International Gemological Institute Ltd
name_variant_between_exchanges,INE203G01027,Indraprastha Gas Limited | Indraprastha Gas Ltd
name_variant_between_exchanges,INE204A01010,IG Petrochemicals Limited | IG Petrochemicals Ltd
name_variant_between_exchanges,INE530B01024,IIFL Finance Limited | IIFL Finance Ltd
name_variant_between_exchanges,INE489L01022,IIFL Capital Services Limited | IIFL Capital Services Ltd
name_variant_between_exchanges,INE886A01014,Industrial Investment Trust Limited | Industrial Investment Trust Ltd
name_variant_between_exchanges,INE0LOJ01019,IKIO Technologies Limited | IKIO Technologies Ltd
name_variant_between_exchanges,INE115Q01022,Inventurus Knowledge Solutions Limited | Inventurus Knowledge Solutions Ltd
name_variant_between_exchanges,INE369I01014,IL&FS Engineering and Construction Company Limited | IL&FS Engineering and Construction Company Ltd
name_variant_between_exchanges,INE975G01012,IL&FS Transportation Networks Limited | IL&FS Transportation Networks Ltd
name_variant_between_exchanges,INE172N01012,Imagicaaworld Entertainment Limited | Imagicaaworld Entertainment Ltd
name_variant_between_exchanges,INE919H01018,Indian Metals & Ferro Alloys Limited | Indian Metals & Ferro Alloys Ltd
name_variant_between_exchanges,INE547E01014,India Motor Parts & Accessories Ltd | India Motor Parts and Accessories Limited
name_variant_between_exchanges,INE691G01015,Impex Ferro Tech Limited | Impex Ferro Tech Ltd
name_variant_between_exchanges,INE0LGX01024,Insolation Energy Limited | Insolation Energy Ltd
name_variant_between_exchanges,INE452L01012,INCREDIBLE INDUSTRIES LIMITED | Incredible Industries Ltd
name_variant_between_exchanges,INE841B01017,Indbank Merchant Banking Services Limited | Indbank Merchant Banking Services Ltd
name_variant_between_exchanges,INE065X01017,Indegene Limited | Indegene Ltd
name_variant_between_exchanges,INE053A01029,Indian Hotels Company Ltd | The Indian Hotels Company Limited
name_variant_between_exchanges,INE383A01012,India Cements Ltd | The India Cements Limited
name_variant_between_exchanges,INE560A01023,India Glycols Limited | India Glycols Ltd
name_variant_between_exchanges,INE933S01016,IndiaMART InterMESH Ltd | Indiamart Intermesh Limited
name_variant_between_exchanges,INE061A01014,Indian Card Clothing Company Limited | Indian Card Clothing Company Ltd
name_variant_between_exchanges,INE323C01030,Indian Hume Pipe Company Limited | Indian Hume Pipe Company Ltd
name_variant_between_exchanges,INE922K01024,India Shelter Finance Corporation Limited | India Shelter Finance Corporation Ltd
name_variant_between_exchanges,INE646L01027,InterGlobe Aviation Limited | InterGlobe Aviation Ltd
