kind,identifier,detail
differing_names_same_isin,INE917M01012,Dilip Buildcon Limited | Dilip Buildcon Ltd
differing_names_same_isin,INE0I3401014,Dhampur Bio Organics Limited | Dhampur Bio Organics Ltd
differing_names_same_isin,INE879I01012,Valor Estate Limited | Valor Estate Ltd
differing_names_same_isin,INE921B01025,DB (International) Stock Brokers Limited | DB International Stock Brokers Ltd
differing_names_same_isin,INE385W01011,Dishman Carbogen Amcis Limited | Dishman Carbogen Amcis Ltd
differing_names_same_isin,INE503A01015,DCB Bank Limited | DCB Bank Ltd
differing_names_same_isin,INE0A1101019,Dc Infotech And Communication Limited | Dc Infotech and Communication Ltd
differing_names_same_isin,INE498A01018,DCM  Limited | DCM Ltd
differing_names_same_isin,INE891B01012,DCM Financial Services Limited | DCM Financial Services Ltd
differing_names_same_isin,INE08KP01019,DCM Nouvelle Limited | DCM Nouvelle Ltd
differing_names_same_isin,INE499A01024,DCM Shriram Limited | DCM Shriram Ltd
differing_names_same_isin,INE0OU201013,DCM Shriram International Limited | DCM Shriram International Ltd
differing_names_same_isin,INE843D01027,DCM Shriram Industries Limited | DCM Shriram Industries Ltd
differing_names_same_isin,INE500A01029,DCW Limited | DCW Ltd
differing_names_same_isin,INE0KL801015,DCX Systems Limited | DCX Systems Ltd
differing_names_same_isin,INE0HR601026,Ddev Plastiks Industries Limited | Ddev Plastiks Industries Ltd
differing_names_same_isin,INE583C01021,Deccan Cements Limited | Deccan Cements Ltd
differing_names_same_isin,INE945F01025,Deccan Gold Mines Limited | Deccan Gold Mines Ltd
differing_names_same_isin,INE841L01016,DEE Development Engineers Limited | Dee Development Engineers Ltd
differing_names_same_isin,INE00IY01012,Deep Polymers Limited | Deep Polymers Ltd
differing_names_same_isin,INE1M2N01020,Deepa Jewellers Limited | Deepa Jewellers Ltd
differing_names_same_isin,INE501A01019,Deepak Fertilisers & Petrochemicals Corporation Ltd | Deepak Fertilizers and Petrochemicals Corporation Limited
differing_names_same_isin,INE288B01029,Deepak Nitrite Limited | Deepak Nitrite Ltd
differing_names_same_isin,INE0FHS01024,Deep Industries Limited | Deep Industries Ltd
differing_names_same_isin,INE148O01028,Delhivery Limited | Delhivery Ltd
differing_names_same_isin,INE726L01027,DELPHI WORLD MONEY LIMITED | Delphi World Money Ltd
differing_names_same_isin,INE124G01033,Delta Corp Limited | Delta Corp Ltd
differing_names_same_isin,INE393A01011,Delta Manufacturing Limited | Delta Manufacturing Ltd
differing_names_same_isin,INE947J01015,Den Networks Limited | Den Networks Ltd
differing_names_same_isin,INE244A01016,De Nora India Limited | De Nora India Ltd
differing_names_same_isin,INE0R4L01018,Denta Water and Infra Solutions Limited | Denta Water and Infra Solutions Ltd
differing_names_same_isin,INE060X01034,Dev Information Technology Limited | Dev Information Technology Ltd
differing_names_same_isin,INE0VOV01021,Dev Accelerator Limited | Dev Accelerator Ltd
differing_names_same_isin,INE872J01023,Devyani International Limited | Devyani International Ltd
differing_names_same_isin,INE03JI01017,Digicontent Limited | Digicontent Ltd
differing_names_same_isin,INE260R01016,Dhabriya Polywood Limited | Dhabriya Polywood Ltd
differing_names_same_isin,INE041A01016,Dhampur Sugar Mills Limited | Dhampur Sugar Mills Ltd
differing_names_same_isin,INE680A01011,Dhanlaxmi Bank Limited | Dhanlaxmi Bank Ltd
differing_names_same_isin,INE435G01025,Dhanuka Agritech Limited | Dhanuka Agritech Ltd
differing_names_same_isin,INE278R01034,DHARAN INFRA-EPC LIMITED | Dharan Infra-EPC Ltd
differing_names_same_isin,INE00OQ01016,Dharmaj Crop Guard Limited | Dharmaj Crop Guard Ltd
differing_names_same_isin,INE715T01031,Dhatre Udyog Limited | Dhatre Udyog Ltd
differing_names_same_isin,INE01NH01023,Dhoot Transmission Limited | Dhoot Transmission Ltd
differing_names_same_isin,INE506Z01015,Dhruv Consultancy Services Limited | Dhruv Consultancy Services Ltd
differing_names_same_isin,INE320L01011,Dhunseri Investments Limited | Dhunseri Investments Ltd
differing_names_same_isin,INE989C01038,Diamond Power Infrastructure Limited | Diamond Power Infrastructure Ltd
differing_names_same_isin,INE591D01014,Diamines & Chemicals Limited | Diamines & Chemicals Ltd
differing_names_same_isin,INE393P01035,Prataap Snacks Limited | Prataap Snacks Ltd
differing_names_same_isin,INE303A01010,DIC India Limited | DIC India Ltd
differing_names_same_isin,INE184O01015,Diffusion Engineers Limited | Diffusion Engineers Ltd
differing_names_same_isin,INE0PSC01024,Digidrive Distributors Limited | Digidrive Distributors Ltd
differing_names_same_isin,INE927C01020,DiGiSPICE Technologies Limited | Digispice Technologies Ltd
differing_names_same_isin,INE0U4701011,Digitide Solutions Limited | Digitide Solutions Ltd
differing_names_same_isin,INE731U01028,Digjam Limited | Digjam Ltd
differing_names_same_isin,INE131C01011,Disa India Limited | Disa India Ltd
differing_names_same_isin,INE836F01026,Dish TV India Limited | Dish TV India Ltd
differing_names_same_isin,INE753U01022,DIVGI TORQTRANSFER SYSTEMS Ltd | Divgi Torqtransfer Systems Limited
differing_names_same_isin,INE361B01024,Divi's Laboratories Limited | Divis Laboratories Ltd
differing_names_same_isin,INE935N01020,Dixon Technologies (India) Limited | Dixon Technologies (India) Ltd
differing_names_same_isin,INE0B1K01014,DJ Mediaprint & Logistics Limited | DJ Mediaprint & Logistics Ltd
differing_names_same_isin,INE271C01023,DLF Limited | DLF Ltd
differing_names_same_isin,INE250K01012,D-Link (India) Limited | D-Link (India) Ltd
differing_names_same_isin,INE192R01011,Avenue Supermarts Limited | Avenue Supermarts Ltd
differing_names_same_isin,INE505A01010,DMCC SPECIALITY CHEMICALS LIMITED | DMCC Speciality Chemicals Ltd
differing_names_same_isin,INE016M01021,Diligent Media Corporation Limited | Diligent Media Corporation Ltd
differing_names_same_isin,INE021O01019,Dodla Dairy Limited | Dodla Dairy Ltd
differing_names_same_isin,INE966A01022,Dolat Algotech Limited | Dolat Algotech Ltd
differing_names_same_isin,INE325C01035,Dollar Industries Limited | Dollar Industries Ltd
differing_names_same_isin,INE920A01037,Dolphin Offshore Enterprises (India) Limited | Dolphin Offshore Enterprises (India) Ltd
differing_names_same_isin,INE321T01012,DOMS Industries Limited | DOMS Industries Ltd
differing_names_same_isin,INE668D01028,Donear Industries Limited | Donear Industries Ltd
differing_names_same_isin,INE266Y01019,D. P. Abhushan Limited | D.P. Abhushan Ltd
differing_names_same_isin,INE864X01013,D P Wires Limited | D.P. Wires Ltd
differing_names_same_isin,INE934C01018,Dr Agarwals Eye Hospital Limited | Dr Agarwals Eye Hospital Ltd
differing_names_same_isin,INE03RS01027,DRC Systems India Limited | DRC Systems India Ltd
differing_names_same_isin,INE0JS101016,Dreamfolks Services Limited | Dreamfolks Services Ltd
differing_names_same_isin,INE506A01018,Dredging Corporation of India Limited | Dredging Corporation of India Ltd
differing_names_same_isin,INE089A01031,Dr Reddys Laboratories Ltd | Dr. Reddy's Laboratories Limited
differing_names_same_isin,INE0OFM01015,DCM Shriram Fine Chemicals Limited | DCM Shriram Fine Chemicals Ltd
differing_names_same_isin,INE891A01022,DS Kulkarni Developers Limited | DS Kulkarni Developers Ltd
differing_names_same_isin,INE417B01040,Dynacons Systems & Solutions Limited | Dynacons Systems & Solutions Ltd
differing_names_same_isin,INE341R01014,Dhunseri Tea & Industries Limited | Dhunseri Tea & Industries Ltd
differing_names_same_isin,INE741L01018,Ducon Infratechnologies Limited | Ducon Infratechnologies Ltd
differing_names_same_isin,INE477B01010,Dhunseri Ventures Limited | Dhunseri Ventures Ltd
differing_names_same_isin,INE366A01041,Dwarikesh Sugar Industries Limited | Dwarikesh Sugar Industries Ltd
differing_names_same_isin,INE600Y01019,Dynamic Cables Limited | Dynamic Cables Ltd
differing_names_same_isin,INE221B01012,Dynamatic Technologies Limited | Dynamatic Technologies Ltd
differing_names_same_isin,INE256H01015,Dynemic Products Limited | Dynemic Products Ltd
differing_names_same_isin,INE255Z01027,E2E Networks Limited | E2E Networks Ltd
differing_names_same_isin,INE07O001026,Easy Trip Planners Limited | Easy Trip Planners Ltd
differing_names_same_isin,INE962C01035,Eastern Silk Industries Limited | Eastern Silk Industries Ltd
differing_names_same_isin,INE595R01023,East West Freight Carriers Limited | East West Freight Carriers Ltd
differing_names_same_isin,INE18JU01028,GNG Electronics Limited | GNG Electronics Ltd
differing_names_same_isin,INE432F01032,EBIX Limited | EBIX Ltd
differing_names_same_isin,INE738I01010,eClerx Services Limited | eClerx Services Ltd
differing_names_same_isin,INE316A01038,Eco Recycling Limited | Eco Recycling Ltd
differing_names_same_isin,INE06HJ01020,ECOS (India) Mobility & Hospitality Ltd | Ecos (India) Mobility & Hospitality Limited
differing_names_same_isin,INE532F01054,Edelweiss Financial Services Limited | Edelweiss Financial Services Ltd
differing_names_same_isin,INE886D01026,EFC (I) Limited | EFC (I) Ltd
differing_names_same_isin,INE066A01021,Eicher Motors Limited | Eicher Motors Ltd
differing_names_same_isin,INE126A01031,EID Parry India Limited | EID Parry India Ltd
differing_names_same_isin,INE0LLY01014,Enviro Infra Engineers Limited | Enviro Infra Engineers Ltd
differing_names_same_isin,INE276C01014,EIH Associated Hotels Limited | EIH Associated Hotels Ltd
differing_names_same_isin,INE230A01023,EIH Limited | EIH Ltd
differing_names_same_isin,INE158B01016,Eimco Elecon (India) Limited | Eimco Elecon (India) Ltd
differing_names_same_isin,INE184H01027,Everest Kanto Cylinder Limited | Everest Kanto Cylinder Ltd
differing_names_same_isin,INE0CPR01018,EKI Energy Services Limited | EKI Energy Services Ltd
differing_names_same_isin,INE280B01018,Elantas Beck India Limited | Elantas Beck India Ltd
differing_names_same_isin,INE927X01018,EL CID Investments Limited | EL CID Investments Ltd
differing_names_same_isin,INE668G01021,Eldeco Housing & Industries Ltd | Eldeco Housing And Industries Limited
differing_names_same_isin,INE205B01031,Elecon Engineering Company Limited | Elecon Engineering Company Ltd
differing_names_same_isin,INE086A01029,Electrosteel Castings Limited | Electrosteel Castings Ltd
differing_names_same_isin,INE822G01016,Electrotherm (India) Limited | Electrotherm (India) Ltd
differing_names_same_isin,INE285A01027,Elgi Equipments Limited | Elgi Equipments Ltd
differing_names_same_isin,INE050401020,Elin Electronics Limited | Elin Electronics Ltd
differing_names_same_isin,INE669R01026,Elitecon International Limited | Elitecon International Ltd
differing_names_same_isin,INE236E01022,Ellenbarrie Industrial Gases Limited | Ellenbarrie Industrial Gases Ltd
differing_names_same_isin,INE579B01039,Elpro International Limited | Elpro International Ltd
differing_names_same_isin,INE548C01032,Emami Limited | Emami Ltd
differing_names_same_isin,INE830C01026,Emami Paper Mills Limited | Emami Paper Mills Ltd
differing_names_same_isin,INE778K01012,Emami Realty Limited | Emami Realty Ltd
differing_names_same_isin,INE069I01010,Embassy Developments Limited | Embassy Developments Ltd
differing_names_same_isin,INE168P01015,Emcure Pharmaceuticals Limited | Emcure Pharmaceuticals Ltd
differing_names_same_isin,INE02YR01019,Electronics Mart India Limited | Electronics Mart India Ltd
differing_names_same_isin,INE296H01011,Emkay Global Financial Services Limited | Emkay Global Financial Services Ltd
differing_names_same_isin,INE753K01015,Emmbi Industries Limited | Emmbi Industries Ltd
differing_names_same_isin,INE1C6T01020,Emmvee Photovoltaic Power Limited | Emmvee Photovoltaic Power Ltd
differing_names_same_isin,INE515H01014,Empire Industries Limited | Empire Industries Ltd
differing_names_same_isin,INE507F01023,Empower India Limited | Empower India Ltd
differing_names_same_isin,INE0OV601013,EMS Limited | EMS Ltd
differing_names_same_isin,INE01QM01018,eMudhra Limited | eMudhra Ltd
differing_names_same_isin,INE913H01037,Endurance Technologies Limited | Endurance Technologies Ltd
differing_names_same_isin,INE306C01019,Energy Development Company Limited | Energy Development Company Ltd
differing_names_same_isin,INE510A01028,Engineers India Limited | Engineers India Ltd
differing_names_same_isin,INE265F01028,Entertainment Network (India) Limited | Entertainment Network (India) Ltd
differing_names_same_isin,INE130L01014,Enkei Wheels (India) Limited | Enkei Wheels (India) Ltd
differing_names_same_isin,INE1NPP01017,Siemens Energy India Limited | Siemens Energy India Ltd
differing_names_same_isin,INE010601016,Entero Healthcare Solutions Limited | Entero Healthcare Solutions Ltd
differing_names_same_isin,INE0G5901015,EPACK Durable Limited | EPACK Durable Ltd
differing_names_same_isin,INE0MLS01022,EPack Prefab Technologies Limited | Epack Prefab Technologies Ltd
differing_names_same_isin,INE071N01016,Epigral Limited | Epigral Ltd
differing_names_same_isin,INE255A01020,EPL Limited | EPL Ltd
differing_names_same_isin,INE217G01035,Equippp Social Impact Technologies Limited | Equippp Social Impact Technologies Ltd
differing_names_same_isin,INE063P01018,Equitas Small Finance Bank Limited | Equitas Small Finance Bank Ltd
differing_names_same_isin,INE406M01024,Eris Lifesciences Limited | Eris Lifesciences Ltd
differing_names_same_isin,INE284A01012,Esab India Limited | Esab India Ltd
differing_names_same_isin,INE818W01011,ESAF Small Finance Bank Limited | ESAF Small Finance Bank Ltd
differing_names_same_isin,INE042A01014,Escorts Kubota Limited | Escorts Kubota Ltd
differing_names_same_isin,INE0DRI01029,ESDS Software Solution Limited | ESDS Software Solution Ltd
differing_names_same_isin,INE122M01019,Essar Shipping Limited | Essar Shipping Ltd
differing_names_same_isin,INE418N01035,Integra Essentia Limited | Integra Essentia Ltd
differing_names_same_isin,INE778B01029,Ester Industries Limited | Ester Industries Ltd
differing_names_same_isin,INE758T01015,ETERNAL LIMITED | Eternal Ltd
differing_names_same_isin,INE04TZ01018,Ethos Limited | Ethos Ltd
differing_names_same_isin,INE0KCE01017,Eureka Forbes Limited | Eureka Forbes Ltd
differing_names_same_isin,INE505V01016,Euro Panel Products Limited | Euro Panel Products Ltd
differing_names_same_isin,INE198501012,Euro Pratik Sales Limited | Euro Pratik Sales Ltd
differing_names_same_isin,INE022C01012,Eurotex Industries and Exports Limited | Eurotex Industries and Exports Ltd
differing_names_same_isin,INE128A01029,Eveready Industries India Limited | Eveready Industries India Ltd
differing_names_same_isin,INE295A01018,Everest Industries Limited | Everest Industries Ltd
differing_names_same_isin,INE369A01029,Excel Industries Limited | Excel Industries Ltd
differing_names_same_isin,INE606N01019,Excelsoft Technologies Limited | Excelsoft Technologies Ltd
differing_names_same_isin,INE777F01014,Exicom Tele-Systems Limited | Exicom Tele-Systems Ltd
differing_names_same_isin,INE302A01020,Exide Industries Limited | Exide Industries Ltd
differing_names_same_isin,INE201K01015,Expleo Solutions Limited | Expleo Solutions Ltd
differing_names_same_isin,INE0GFE01026,Exxaro Tiles Limited | Exxaro Tiles Ltd
differing_names_same_isin,INE0HF201011,Fabtech Technologies Limited | Fabtech Technologies Ltd
differing_names_same_isin,INE188A01015,Fertilizers and Chemicals Travancore Limited | Fertilizers and Chemicals Travancore Ltd
